runtime,release_year,actor_name_score,studio_score,crew_member_score,target,season_autumn,season_spring,season_summer,season_winter
94.0,2009,1596.568286514216,165.97613918918887,459.4712623646692,0,0,1,0,0
126.0,2008,2380.902277718639,74.1760466947321,1863.0169283415914,1,0,1,0,0
126.0,2011,1489.348440237001,1505.185421697142,4269.571837460473,1,0,0,0,1
106.0,1999,1101.3271159668818,1818.3982564171758,562.944986211292,0,0,0,1,0
112.0,2008,597.5823340476611,1992.559668913792,1656.466726043441,0,0,0,1,0
123.0,2016,2554.758552765048,2358.3573952498496,4395.859012582413,0,0,0,1,0
96.0,2007,1219.3539777567173,3328.575601822441,2709.446388730068,0,0,0,1,0
113.0,2014,1248.5550590299556,2277.672106455983,3959.3476996544555,1,0,1,0,0
135.0,1995,726.5323980257989,1627.082029128577,3527.939555315575,0,0,0,1,0
118.0,2009,1294.4677812510436,1778.6580262700923,1937.3178639720616,0,0,0,1,0
94.0,2015,1832.963269959358,651.5922357182508,1959.7577100042074,1,0,0,1,0
106.0,2016,1451.9721416532682,692.8093668338904,1707.8010312166166,1,0,1,0,0
124.0,2010,2961.0382418552367,74.1760466947321,3113.3023886984233,1,0,1,0,0
127.0,2012,1721.624677301374,1513.4530819927277,3957.93980154766,0,0,1,0,0
97.0,2014,1656.4297850190596,671.9834990226199,1294.655088647307,1,0,1,0,0
130.0,2014,1591.4638855612607,286.57580050617474,6583.86877845174,1,0,0,1,0
109.0,2015,346.4452525094785,52.69079194126323,1527.2547763012283,0,0,0,0,1
119.0,2013,804.7917655293516,203.47260263585912,4141.234887084502,0,0,0,0,1
136.0,2014,2489.975983932968,74.1760466947321,2746.958851272187,1,0,1,0,0
93.0,2010,1840.7947621394526,165.97613918918887,196.93602625682882,0,0,1,0,0
130.0,2015,929.9814793019633,591.602144309116,3708.938158704594,1,0,1,0,0
102.0,2014,1591.0695317748746,607.6943223358076,1156.9316595787536,1,1,0,0,0
108.0,2012,1930.5878095665785,32.69559510562194,1168.9874848714942,1,0,0,0,1
100.0,2004,433.82287042613785,118.7386928176026,6519.6414651961495,1,0,0,0,1
120.0,2016,1337.72184655886,1418.5745734634856,4800.836163648197,0,0,0,1,0
98.0,2010,829.9019367777216,242.75730524288215,2202.117384049057,1,0,1,0,0
109.0,2003,428.9286070755332,3030.8032307277876,5753.648868825469,0,0,0,1,0
121.0,2014,2472.051634312662,266.94161883079613,4909.4623977269575,1,0,0,1,0
169.0,2014,2086.563590238242,3507.7503064054504,6517.192173525694,1,0,0,0,1
148.0,2010,1470.9886309292847,2062.5519809076523,2506.1055816278267,1,0,0,1,0
169.0,2012,1776.5242149735486,1293.457238867253,3263.2365432679826,1,0,0,0,1
106.0,2001,955.6988130096779,1599.3914771971854,4525.946651351408,0,0,0,1,0
166.0,2008,1852.622648372387,3310.8413072639337,6270.501363163475,1,0,0,0,1
132.0,2011,2227.0398808596315,2140.320927594135,2868.2374649447556,0,0,1,0,0
137.0,2015,2526.096453913048,377.6267408007461,5180.37223529947,1,0,0,0,1
109.0,2010,981.9847006962008,839.393473471435,235.2853718712605,0,0,0,1,0
99.0,2006,782.694636927973,1918.0098048391924,2175.617934023479,0,0,1,0,0
113.0,2016,2097.423110390958,729.9354349737545,3802.3065392390254,1,0,1,0,0
93.0,2007,2178.862633705188,619.8395677952758,841.584236698716,0,0,1,0,0
123.0,2016,1303.0354982649194,1738.406778798525,4968.022773410983,1,0,1,0,0
126.0,2015,1130.2083335126604,1486.4880066516537,6014.046186521718,0,0,0,1,0
113.0,2010,697.0944815976976,671.421053602972,1652.6249055429046,1,0,0,1,0
183.0,2001,3899.0314786086324,823.9804940761671,7457.006625503301,1,0,1,0,0
144.0,2007,1817.8905224292228,2445.0447356990126,3915.5655164511527,0,0,0,1,0
175.0,2004,2374.320709294531,2095.6361634571163,7470.389441988593,0,0,0,0,1
138.0,2007,3124.8999403468483,1837.1633583477058,875.7288290784744,1,0,0,1,0
157.0,2005,2617.259559965271,1841.7071765500061,1536.2167744114306,1,0,0,0,1
92.0,2008,962.6090560207548,1649.6324258959444,2316.501512711549,1,0,0,1,0
101.0,2007,584.6903639813149,2422.477263163772,2279.129098857002,1,0,0,0,1
115.0,2005,1198.4405053759597,2330.2646787798694,4904.4595284909,1,0,0,1,0
111.0,2007,1024.0584457873006,651.5922357182508,1908.007503921626,1,0,0,1,0
140.0,2005,3538.2410380605324,2269.782440803794,6447.131546554486,1,0,0,1,0
89.0,2008,1510.4452801492948,165.97613918918887,398.41541718868297,1,1,0,0,0
105.0,2009,2334.8773604891085,1699.1918798857253,1357.3832009863286,0,0,1,0,0
107.0,2009,1550.2731005600697,1986.1427891350365,445.24044630546,0,0,1,0,0
129.0,2003,1270.163489062654,2428.6575630300135,1747.213248580409,1,0,0,0,1
102.0,2013,1251.264228832824,607.6943223358076,984.8175722685082,1,0,0,0,1
138.0,2003,1888.0543259362385,2436.0533233057454,1658.5552750390611,1,0,1,0,0
112.0,2013,2044.9610761589781,74.1760466947321,2580.3818387168762,1,1,0,0,0
120.0,2015,963.5700672886684,2179.9536239451945,3272.3964049236406,1,0,1,0,0
138.0,2009,912.5417973476888,1210.4783790184697,5613.495525948867,1,0,1,0,0
115.0,2011,2088.470712588276,74.1760466947321,2447.504669646032,1,0,1,0,0
98.0,2008,671.5864134366058,32.69559510562194,3038.893647499224,1,0,0,0,1
88.0,2009,1533.8534763359687,720.5292784105609,1059.8305261231578,0,0,0,1,0
99.0,2012,1264.9468911156314,2058.7716110095034,1654.2789396852024,0,0,1,0,0
113.0,2012,1160.4915603276077,2297.6413047025344,1742.2028212659027,0,0,1,0,0
131.0,2015,1724.9601798984158,1613.1924681954872,4967.130667743877,1,0,0,1,0
102.0,2010,789.5343770398822,1935.1393676437774,3546.3568526096687,0,0,0,0,1
91.0,2007,1411.519856043748,214.6419187613912,478.8342671608224,0,1,0,0,0
91.0,2011,1850.3830910128663,165.97613918918887,1499.8535728245556,1,0,1,0,0
103.0,2010,644.2864357767266,1650.8682576691047,722.2989757095747,0,0,0,1,0
126.0,2006,1283.499994436951,1724.794853451065,1667.9925082529867,1,0,1,0,0
131.0,2013,1486.353402619853,1136.5853384053414,1328.2445212940186,1,0,0,1,0
88.0,2011,523.684341393451,32.69559510562194,298.8397429443056,0,0,1,0,0
85.0,2006,979.2293554507833,196.3410819537669,1308.6367271360011,0,1,0,0,0
111.0,2015,595.8562234935127,1945.4575503097094,1424.5452383536763,0,0,0,1,0
92.0,2014,1653.7124703634147,217.66651667582886,333.5532970960292,1,0,0,0,1
163.0,2004,1760.4994651852994,2000.4776353549532,5176.3520165582195,1,0,1,0,0
93.0,2012,896.1852369197716,165.97613918918887,950.4158541232821,1,0,0,1,0
133.0,2002,1109.5477659785972,162.43185784382845,602.6129332527727,0,0,0,0,1
116.0,2016,2041.1103048119414,1459.8876822632938,3650.5660849105216,0,0,0,1,0
151.0,1998,3042.0716721049816,864.0020899412547,6058.266957347314,1,0,0,1,0
88.0,2002,1249.4593317665494,1867.106913177147,5713.52951066474,0,0,0,1,0
115.0,2007,1552.984152718677,1537.1623859902134,3739.343819648845,0,0,0,0,1
95.0,2016,1980.4930012878744,1381.1957755437775,649.3944337781875,1,0,0,0,1
133.0,2011,1087.7741945173952,1714.3965247761635,1871.0610406016738,1,0,0,0,1
97.0,2012,756.6434047621467,165.97613918918887,264.4617932261821,1,0,0,0,1
90.0,2005,812.3497671568339,681.7996516648061,2044.5801172740785,0,0,0,0,1
154.0,2003,1358.402711818711,1986.8424547684313,2150.6080005147965,1,0,0,0,1
150.0,2014,1380.2069114502283,275.1802360905327,6282.921366447732,0,0,0,0,1
127.0,2009,3303.2504828123883,1685.322543534791,1532.5948039253983,1,0,1,0,0
121.0,2002,2493.889825886917,1129.78745376206,5561.4232616250265,1,0,1,0,0
102.0,2014,1179.5330742394392,182.29028604876984,1340.3332507156233,1,0,0,1,0
127.0,2016,609.3527143208898,377.73790182484794,1720.6389912369261,0,0,0,0,1
121.0,2005,730.4663874297646,771.6412712222287,1622.4483201525475,0,0,0,1,0
163.0,2009,857.9900413539428,3606.806283698849,1493.9777396870957,1,0,1,0,0
127.0,1998,1091.928264172445,2031.9391760790759,4505.22827919363,0,0,0,1,0
138.0,2003,972.4767982377737,1640.3865225692568,6723.600848887493,0,0,0,1,0
110.0,2013,1352.0043847335946,2223.374176489846,2112.6127732169984,0,0,1,0,0
124.0,2005,1177.4257883420678,1697.7943513000387,3857.746135389146,0,0,1,0,0
106.0,2001,1088.4759144288919,1072.0553954285303,1737.9574042040572,0,0,0,1,0
124.0,2011,2283.3422598515585,74.1760466947321,6564.762299526301,1,0,0,1,0
128.0,1999,1218.7309739512398,747.6515290069133,1792.0337436677157,0,0,0,0,1
138.0,2003,648.0710287670066,2721.8283066865324,5612.427914522972,1,0,0,0,1
115.0,2012,2181.1125112977716,449.82666335548856,5274.832842922897,1,0,0,0,1
100.0,2011,1658.4113340595745,2134.695967285803,1311.1212327893863,0,0,0,0,1
114.0,2008,1656.6943883401962,1562.3170593795694,2157.5094316120153,1,0,0,1,0
120.0,2016,747.6227504916153,1140.9866656775057,2555.983488626815,0,0,0,1,0
156.0,2015,646.9321428015629,785.0536180979082,4799.049726712625,1,0,0,0,1
96.0,2013,1613.5819996005282,165.97613918918887,231.58434946802927,1,0,0,1,0
107.0,2011,1474.3321896740488,1614.6942763339173,1639.65203435701,0,0,1,0,0
92.0,2014,884.8162144008568,165.97613918918887,44.55616161597436,1,0,0,0,1
115.0,2007,1893.2875421984393,1549.1476673671277,8367.791255644628,1,0,0,1,0
90.0,2008,1545.3013396076944,165.97613918918887,1075.2367536496808,1,0,0,1,0
117.0,2015,2095.7630487542688,74.1760466947321,6140.323430852769,1,0,0,1,0
146.0,2013,2268.0075998803854,225.79163766694577,2558.723656296092,1,0,0,0,1
94.0,2015,366.6828506569788,1357.1788387087113,592.2617488652402,1,0,1,0,0
116.0,2005,1546.8502737067708,2265.374998225188,8047.002827616114,1,0,0,1,0
147.0,2003,1434.2884858438874,554.4628924891979,6749.88943205423,1,0,0,1,0
90.0,2011,1011.7729078027045,44.10498833737712,822.6932442392168,0,1,0,0,0
100.0,2010,906.8718962594384,1639.5955748696922,1734.7810690561196,1,0,0,1,0
139.0,2014,1375.8889554887494,1837.1158025350023,3998.7320858038756,0,0,1,0,0
107.0,2011,1037.301921258796,3019.3784847926354,3352.528202479833,1,1,0,0,0
141.0,2004,2159.8620278161225,1894.0648197106389,4842.701429055111,1,0,1,0,0
165.0,2008,1017.6264522825354,1524.1159050419678,2588.445991389014,0,0,0,0,1
100.0,2013,558.1657021808479,1138.243995416931,4442.79800229353,0,0,1,0,0
82.0,2000,308.5062549657505,621.8524635320616,860.5883945713786,0,0,1,0,0
97.0,2014,1753.4318484288062,1570.7359229753486,3693.4504066137024,1,0,0,0,1
95.0,2010,1699.6740213600092,165.97613918918887,1249.40111074488,1,1,0,0,0
152.0,2001,1893.8096018379924,1925.7593857102306,4861.7737022815645,1,0,0,0,1
96.0,2013,1079.2879921494332,1619.118553441259,2338.1338283823543,0,0,0,1,0
143.0,2003,1834.6483217914206,712.0895827277368,5802.24071461623,1,0,0,1,0
123.0,2014,2256.846325879894,225.79163766694577,5327.536989281937,1,0,0,0,1
149.0,2006,757.4026563638511,1221.3980555622759,4199.7477720777915,1,0,1,0,0
102.0,2014,1083.3613997542013,107.12892177502275,1201.6754190883805,1,0,1,0,0
133.0,2003,1632.999977313996,1448.9323916701796,2355.836406253531,0,0,1,0,0
130.0,2011,1172.1004738877511,1593.703077059738,5424.666890805405,0,0,1,0,0
129.0,2011,1112.8899577757095,2381.1088051126003,2532.196341200558,1,0,0,0,1
106.0,2010,1686.275460214228,2166.5701285530013,4753.68237359118,0,0,1,0,0
113.0,1990,707.3739263438997,355.16917852125573,1366.7587663281965,1,0,0,1,0
102.0,1999,599.5145802387151,686.8896385786159,1324.760600281354,0,0,0,1,0
120.0,2012,1568.77471019706,2060.537461174364,5124.902555236792,0,0,0,1,0
125.0,1997,770.3822336806671,1865.9847002009747,3467.5255622606255,0,0,0,1,0
104.0,2000,843.6108827455549,1609.6720287134326,1891.9547492572553,1,0,0,0,1
124.0,2004,1149.1237213297388,1515.0372101594155,6395.541828764761,1,0,1,0,0
123.0,2000,1244.5285165743946,1527.403425934698,4921.636846355012,0,0,1,0,0
130.0,2000,1590.8570994152049,1848.1118131449634,1358.071738326322,0,0,1,0,0
92.0,2007,1093.6780615963357,1888.2368794162799,2516.843827594398,0,0,0,1,0
127.0,2012,408.11793076620427,932.4025626828894,2033.1467125336765,1,0,0,0,1
114.0,2007,796.9759901111831,1123.3083411888801,2325.234729478642,0,0,0,0,1
123.0,2016,2359.663440147082,102.38889700167142,5188.5898032568475,0,0,0,1,0
106.0,2003,1950.5587706818908,1104.0498277248705,735.4481295532938,0,0,0,1,0
124.0,2012,955.9304633728356,1683.513660946657,4878.164344433616,1,0,1,0,0
78.0,2002,729.4242863889584,1082.0677680494528,640.302461929009,0,0,0,1,0
109.0,2013,1040.8334221119896,454.4128678911369,3732.110798154148,1,0,0,1,0
119.0,2004,967.9535544778648,72.61877443415857,5788.179092708149,0,0,0,1,0
102.0,2014,1115.3046034566025,1659.411992022722,1666.5806864749843,0,0,0,0,1
135.0,2008,1013.8416498537325,2512.442809810883,2457.169788410294,0,0,1,0,0
121.0,2010,999.8975189327577,1087.3443298254547,2007.4977850947616,0,0,0,0,1
109.0,2010,1261.0544766307396,1832.612140513071,4968.387869408267,0,0,0,1,0
124.0,2013,793.0257593734552,1954.2640920463527,873.4011164604857,1,0,1,0,0
140.0,2005,1858.7088372531823,93.97335144685904,1542.2653427709936,1,0,1,0,0
142.0,2002,1758.4350127049743,93.97335144685904,1670.7449697979919,1,0,1,0,0
92.0,2001,1760.7206254857529,651.5922357182508,3689.576123966685,1,0,0,0,1
126.0,2013,836.878549459743,1635.0579276086971,4681.858262754552,0,0,0,1,0
136.0,1999,2259.4672138872425,93.97335144685904,1459.132753458343,1,0,1,0,0
98.0,2013,757.409859812569,165.97613918918887,891.3189231945271,1,0,1,0,0
134.0,2002,1160.6291555440437,604.9601452232693,2513.14226750647,0,0,0,1,0
114.0,2016,1433.1127320151336,1526.1344259725781,786.953815447245,0,0,1,0,0
101.0,2014,1129.7387652032937,1532.8850237668044,1762.9293935835592,0,0,0,1,0
91.0,2013,588.189278821264,1844.8318842693482,3279.5574203874107,1,0,0,1,0
108.0,1997,474.60647814055113,1476.1671691079518,2892.5599504646493,0,0,0,0,1
112.0,2016,970.2631955956801,1553.3786324707262,657.6051389659075,0,0,0,1,0
100.0,2015,982.2116651371674,1570.922846269872,5670.363186853462,0,0,0,1,0
108.0,2006,1585.9657640102932,1510.5505589389752,1726.306651170852,1,1,0,0,0
114.0,2015,1204.86438846386,2744.3469773356537,5343.461994622222,0,0,1,0,0
119.0,1997,1588.5846502561772,162.43185784382845,1261.7836613761872,0,0,0,0,1
165.0,2000,1361.5244205107574,721.2054603084098,6458.908435191205,0,0,0,1,0
125.0,2004,2427.9290921127786,2212.3077705138103,4121.13271302617,1,0,0,0,1
120.0,2005,1055.0421778451782,1091.246161081429,1816.6911895543917,1,0,0,1,0
119.0,2015,1162.6603466995996,422.8433015928851,3977.7366500462854,1,0,1,0,0
170.0,2004,2882.567419165535,2621.476852188363,6612.118688934267,0,0,0,0,1
85.0,2010,772.5260863177443,1753.939569645406,1450.5961003033558,0,0,0,0,1
119.0,2011,900.5751927692141,206.028756965893,1906.6171634381499,0,0,0,0,1
102.0,2014,912.6419198965186,2100.347427795726,4080.007562617658,1,0,1,0,0
103.0,2011,1262.4295803946368,1113.5989774528684,1191.9596739602493,0,0,0,1,0
76.0,2004,835.7689255974295,574.9987272301856,1274.329734603726,0,0,1,0,0
121.0,2016,1235.2555506340852,596.8555849731296,3330.9948748775746,0,0,1,0,0
127.0,2011,2551.390760377231,1486.8977943062862,3719.798450732818,1,0,0,1,0
105.0,2013,1494.6604191974252,1150.0364676565403,462.2551221685625,0,0,0,1,0
121.0,1997,896.6438626241725,1206.9165343821196,4168.886416899427,0,0,0,1,0
114.0,2013,1069.2404297554922,374.615417346222,4273.416040734897,1,1,0,0,0
128.0,2007,1232.0548905115697,1748.4286188365008,5391.029163401689,1,0,0,1,0
178.0,2001,1858.4234115374425,684.6275169821222,2870.7670951351474,1,0,0,0,1
120.0,2004,1747.9796769555542,317.8634263330891,3655.1469787997785,0,0,0,1,0
157.0,2001,2026.7640222824236,513.207141798676,2014.9918849976416,0,0,0,0,1
82.0,2003,528.3384235879828,2063.5354573195195,896.3470124228678,0,0,0,0,1
115.0,2004,968.9083128022537,1455.3329333408685,3629.3007438193627,1,0,0,1,0
144.0,2005,1757.1626787200287,1738.5192485766504,6582.388862577806,1,0,1,0,0
84.0,1999,896.5797067552886,522.5829080110059,688.3519084533524,0,0,0,0,1
97.0,2009,970.8245477232506,607.6943223358076,1533.8224307787254,1,0,0,0,1
141.0,2015,1889.065054447785,1653.0920477798647,4833.575286510856,1,0,0,1,0
136.0,2005,1672.758750938669,2289.3338616190913,4322.447606462263,1,0,0,1,0
104.0,2001,490.2347586750349,600.447579566834,85.64858805211742,0,0,1,0,0
118.0,2000,1834.212375886864,823.9804940761671,2331.7713509286255,1,0,0,1,0
155.0,2000,1783.3241687467655,2180.431566391176,6822.4825280777995,1,0,1,0,0
145.0,2002,1514.2360069462172,2074.621524945492,6861.87115252489,1,0,0,1,0
161.0,2002,2374.4277374272647,1894.0648197106389,4895.1381309814715,1,0,0,0,1
144.0,2006,1597.9477101903087,240.21617918336835,5477.821635870281,1,0,0,0,1
119.0,2001,1513.0175522872723,1272.479160655495,2055.78004601944,0,0,0,1,0
137.0,1991,1101.2877071484645,397.4094239332785,2864.971643976979,1,0,0,1,0
140.0,2009,2308.0400895528373,2152.321289254798,5311.966694189754,1,0,0,1,0
157.0,2007,3333.9423353756883,2291.9105848228487,5242.40984060688,1,0,0,0,1
141.0,1994,616.1133011329266,1222.0340672078223,1798.3151032357716,1,0,0,1,0
106.0,2009,1436.9526890735651,2359.6105019044553,1618.4670231293878,1,0,0,1,0
98.0,2010,1234.8619359488102,3388.018881732904,486.6163597997659,0,0,0,0,1
107.0,2010,1849.9733909211996,1059.347973920801,577.0776335685481,0,0,0,1,0
115.0,1996,1217.3748569838388,1821.894157380151,3625.5622024599984,0,0,0,1,0
165.0,2012,3184.888696015315,1218.4295687263955,5203.690409511027,1,0,0,0,1
91.0,1996,823.5523285273989,574.9987272301856,1263.8601145736898,1,0,0,1,0
78.0,2000,472.199719667968,621.8524635320616,1268.0945921563484,1,0,0,0,1
103.0,2012,1370.8714874772377,238.7599871932918,3492.401118110025,1,0,0,1,0
131.0,2004,1502.374063286741,816.1013750884094,4646.276991021168,1,0,0,0,1
104.0,2006,881.5466808667256,2166.5969615911467,2395.3243138628513,0,0,0,0,1
101.0,2009,1024.0096221138556,2372.3261245898652,312.11787707422707,1,1,0,0,0
102.0,2013,773.8154784666302,107.12892177502275,912.0717616682647,1,0,1,0,0
103.0,2010,974.2444580126382,1584.0574301938495,2241.6845039513387,0,0,0,0,1
121.0,1999,775.8768599183107,34.66562374171237,5056.031499501771,0,0,0,0,1
143.0,2006,873.3463332551972,2022.7228035565613,5312.028345714765,1,0,0,0,1
180.0,2013,3057.698575205884,1529.6798360535754,6956.534187349444,1,0,0,0,1
121.0,1995,1037.780155479138,1824.1660192707122,1464.6426917096373,0,0,1,0,0
129.0,1997,705.7266589423913,986.1274800091671,2474.600344105011,1,0,0,0,1
172.0,2012,1530.1831294526178,84.5342194067038,4154.107043364316,1,1,0,0,0
97.0,2010,1085.2631090120808,2184.689818725704,510.6355092222783,1,0,0,1,0
104.0,2004,974.6663932658895,2189.8652270594066,5253.702014066283,0,0,0,1,0
99.0,2014,928.5038459570942,2031.7730369845995,3511.2497974610937,0,0,0,1,0
95.0,2002,1201.647351803104,621.8524635320616,2088.454169863425,0,0,0,0,1
102.0,2009,377.6402074428321,1963.0592457804148,1673.4249724226813,0,0,0,1,0
127.0,2014,1814.7422882086225,307.36838618322804,2758.938315889955,1,0,0,1,0
114.0,2015,616.9289060207501,277.45276568779263,4934.580710861435,0,0,0,0,1
94.0,2005,395.8892727419309,616.8227281685392,676.4953172660555,0,0,0,0,1
122.0,2015,1166.5436545190566,2134.6239014964576,4482.533747849117,0,0,0,0,1
95.0,2002,989.1268694332649,724.4377825679501,677.4897990954355,0,0,0,1,0
115.0,2010,2634.830234325973,2491.6354094763005,5978.907859466658,0,0,1,0,0
88.0,2015,28.939899237592247,107.12892177502275,368.6261549144662,1,0,0,0,1
110.0,1997,318.0918423991179,54.3077570043602,1741.2002166433188,0,0,0,1,0
130.0,2001,825.2984269387854,1510.0742785848668,972.3306169735699,0,0,1,0,0
167.0,2002,2337.8155404544327,606.2243082542585,2736.031505602904,1,0,0,0,1
85.0,2007,620.363088366715,1098.1050728320736,618.5630392289252,0,0,0,1,0
93.0,2004,923.5689456935839,1520.5595339700978,1065.1591814379065,0,0,0,1,0
144.0,2001,2195.556685443573,501.1152341864161,8215.272483125344,1,0,0,0,1
85.0,2012,901.9587859224894,1829.0176987554232,405.0525921364833,0,0,0,1,0
126.0,1997,2468.3862415916315,1069.0177565531694,4788.184799026071,1,0,1,0,0
146.0,2010,856.0559741665296,969.6309372171683,582.7538416152395,0,0,1,0,0
89.0,2000,663.4803451427603,619.8395677952758,2429.9787782772423,0,0,1,0,0
88.0,2012,1617.4093339397843,107.12892177502275,534.3468101495141,1,0,0,1,0
105.0,2015,1616.2721719707376,634.974431935422,3319.480711332177,1,0,1,0,0
136.0,2009,1017.4498227717521,802.2273964523006,3047.5102721648677,0,0,0,0,1
100.0,2003,1346.5495086926023,76.59350848806508,2844.1478782482195,1,0,1,0,0
201.0,2003,2130.608617344926,670.5728257164951,2910.84781647484,1,0,0,0,1
179.0,2002,2041.822984054204,684.6275169821222,3180.081804475477,1,0,0,0,1
102.0,2014,919.8649922090655,350.5016513609295,2680.0796985991506,0,0,0,0,1
